day_of_week,carrier,avg_dep_delay,avg_arr_delay
7,United Air Lines Inc.,12.310317962701466,7.167341759796984
7,Spirit Air Lines,9.860891234242157,4.568322068762856
7,Skywest Airlines Inc.,16.340494051678412,11.884816354552042
7,Mesa Airlines Inc.,10.455524898173696,7.840295164053235
7,Delta Air Lines Inc.,7.012046252455954,-1.1198141815601006
7,"Midwest Airline, Inc.",7.466752424302395,3.994145663822187
7,Allegiant Air,10.32967032967033,8.463237021376557
7,Pinnacle Airlines Inc.,7.526215959897033,0.7620858229223249
7,Comair Inc.,11.054655870445345,6.195291599785982
7,American Eagle Airlines Inc.,10.273938935627186,8.641554246627399
7,JetBlue Airways,17.498212867355043,11.701796407185629
7,American Airlines Inc.,10.309612983770288,5.745689520292894
7,Atlantic Southeast Airlines,17.080562153602532,15.118149324861001
7,Hawaiian Airlines Inc.,1.2395147313691508,0.2060353798126951
7,Alaska Airlines Inc.,6.020311598384304,2.7797909407665506
7,Frontier Airlines Inc.,11.86924150767799,5.4163170163170165
