day_of_month,carrier,avg_dep_delay,avg_arr_delay
7,Allegiant Air,7.800834202294056,6.156020942408377
7,"Midwest Airline, Inc.",3.7115952732644018,-0.17178822658274714
7,American Eagle Airlines Inc.,8.024193548387096,7.175154320987654
7,JetBlue Airways,9.901945216355697,2.945483485873458
7,Skywest Airlines Inc.,19.0371843917368,15.101019462465246
7,Alaska Airlines Inc.,10.222705314009662,10.955339805825243
7,Comair Inc.,5.165605095541402,0.009381663113006396
7,American Airlines Inc.,6.16441469882561,1.6290302187381465
7,Delta Air Lines Inc.,10.826671601283,2.3621414441147377
7,Atlantic Southeast Airlines,11.085158150851582,8.73538961038961
7,United Air Lines Inc.,8.33285004142502,3.570539419087137
7,Hawaiian Airlines Inc.,5.147104851330203,5.474178403755869
7,Frontier Airlines Inc.,14.298674821610602,8.440245148110316
7,Southwest Airlines Co.,12.092050959985645,4.789999100638546
7,Spirit Air Lines,5.9126275510204085,-0.09311224489795919
7,Pinnacle Airlines Inc.,8.48792270531401,0.9700044111160123
8,Southwest Airlines Co.,7.892394965431661,0.19527992192352053
8,American Eagle Airlines Inc.,8.488794435857805,5.77420604182804
8,JetBlue Airways,17.245081967213114,12.078479966955804
8,United Air Lines Inc.,9.664943123061013,4.754568106312292
8,Atlantic Southeast Airlines,8.216108452950559,6.126996805111821
8,Frontier Airlines Inc.,8.137782561894511,1.134843581445523
8,Comair Inc.,8.311894273127754,4.142604074402126
8,Hawaiian Airlines Inc.,1.9561270801815431,0.1712121212121212
8,"Midwest Airline, Inc.",5.2031769486516435,2.4048762467676394
8,Allegiant Air,4.595170454545454,2.433048433048433
8,American Airlines Inc.,6.886061080657791,2.078231292517007
8,Alaska Airlines Inc.,9.154352226720647,10.579539641943734
8,Skywest Airlines Inc.,14.421587976316989,10.007484343974339
8,Spirit Air Lines,5.622448979591836,-0.698595146871009
8,Mesa Airlines Inc.,6.046848856664807,4.119553072625698
8,Pinnacle Airlines Inc.,5.589010989010989,-1.365799911855443
8,Delta Air Lines Inc.,6.600099787950605,-1.832813085279061
9,"Midwest Airline, Inc.",5.769716088328075,1.9317051108095884
9,Allegiant Air,5.038800705467372,2.7624113475177303
9,United Air Lines Inc.,11.521325915623551,5.8892508143322475
9,Delta Air Lines Inc.,4.696196800482946,-3.373716012084592
9,Southwest Airlines Co.,9.474979903536978,1.8921450151057402
9,American Eagle Airlines Inc.,7.694004796163069,5.629343629343629
9,Mesa Airlines Inc.,14.201869158878505,12.432060112711333
9,Pinnacle Airlines Inc.,3.857670979667283,-2.686226065472514
9,Atlantic Southeast Airlines,11.557155715571557,9.132007233273056
9,Skywest Airlines Inc.,14.46661956905687,10.978450578806768
9,Hawaiian Airlines Inc.,3.5748407643312103,3.984076433121019
9,Frontier Airlines Inc.,15.465816917728853,8.952380952380953
9,Alaska Airlines Inc.,13.001695873374787,12.90300623936472
9,American Airlines Inc.,11.091149661864158,7.12619643646002
9,Spirit Air Lines,9.882466281310212,3.428479381443299
9,JetBlue Airways,7.091620626151013,-0.6206737425011537
9,Comair Inc.,5.950961538461539,0.6271676300578035
10,American Eagle Airlines Inc.,12.38401559454191,11.759092686742276
10,Comair Inc.,10.170100832967996,5.836923076923077
10,Skywest Airlines Inc.,22.468279820071352,19.831091648420394
10,JetBlue Airways,19.073180873180874,13.858872651356993
10,Frontier Airlines Inc.,13.300507614213197,6.302443991853361
10,American Airlines Inc.,11.634098360655738,7.283650689428759
10,"Midwest Airline, Inc.",15.651199370821864,13.215045293422607
10,Allegiant Air,6.156118143459915,4.343949044585988
10,United Air Lines Inc.,13.45475638051044,8.77195945945946
10,Delta Air Lines Inc.,6.831264546159813,-0.8563471502590674
10,Spirit Air Lines,10.012242268041238,4.4054228534538415
10,Atlantic Southeast Airlines,16.574557708508845,14.848561759729272
10,Hawaiian Airlines Inc.,3.2080123266563945,2.998454404945904
10,Alaska Airlines Inc.,11.955298844801607,12.265482233502539
10,Pinnacle Airlines Inc.,14.230320699708455,8.888455918168534
10,Southwest Airlines Co.,12.289744068746497,4.924639580602883
10,Mesa Airlines Inc.,12.955470038482682,10.32707182320442
11,Spirit Air Lines,5.395304568527918,-0.03746031746031746
11,American Eagle Airlines Inc.,8.139187116564417,6.5188897455666925
11,Southwest Airlines Co.,8.547123733719248,1.146118307817737
11,Frontier Airlines Inc.,8.661506707946337,3.4121900826446283
11,Pinnacle Airlines Inc.,7.707456140350877,0.6137961335676626
11,Delta Air Lines Inc.,5.745712523133868,-2.7061658223155813
11,American Airlines Inc.,6.821555668530758,2.806365372374284
11,Skywest Airlines Inc.,14.21042413381123,9.86584262888152
11,Allegiant Air,7.806853582554517,5.597294484911551
11,United Air Lines Inc.,7.60757946210269,2.356807511737089
11,Atlantic Southeast Airlines,16.07944307944308,12.663349917081261
11,"Midwest Airline, Inc.",5.452947638227755,2.780102790014684
11,JetBlue Airways,7.214632174616006,-0.18292189397005262
11,Alaska Airlines Inc.,11.853474320241691,11.706605222734256
11,Hawaiian Airlines Inc.,0.7206106870229008,-0.0856269113149847
11,Mesa Airlines Inc.,12.027731558513588,9.93043962159154
11,Comair Inc.,11.007246376811594,6.172443303380402
12,American Airlines Inc.,8.4485668558126,5.449292280752955
12,United Air Lines Inc.,9.863837312113175,6.615589016829052
12,Southwest Airlines Co.,10.491033389477856,3.9043409158637132
12,Spirit Air Lines,7.579426172148356,2.4597620713785866
12,Skywest Airlines Inc.,16.86591139668583,14.280122532334921
12,Mesa Airlines Inc.,10.378683385579937,9.853720050441362
12,American Eagle Airlines Inc.,8.336739659367396,10.161606268364348
12,Pinnacle Airlines Inc.,11.05079559363525,6.74601226993865
12,Delta Air Lines Inc.,11.585945186226283,5.669393511988717
12,Comair Inc.,6.807270916334661,2.1145572786393196
12,JetBlue Airways,15.932355723746452,10.380816714150047
12,Hawaiian Airlines Inc.,0.984251968503937,0.5545023696682464
12,Frontier Airlines Inc.,6.514757969303424,0.31560283687943264
12,Alaska Airlines Inc.,7.590542718968297,6.1950162513542795
12,Allegiant Air,0.42567567567567566,-0.7968397291196389
12,Atlantic Southeast Airlines,17.719431279620853,18.752390057361378
12,"Midwest Airline, Inc.",2.9239182120779836,1.2416587225929456
13,United Air Lines Inc.,10.285010082903876,4.353828828828829
13,Skywest Airlines Inc.,13.629507656841758,8.420089805421586
13,Southwest Airlines Co.,11.911536972512582,4.435129352266096
13,"Midwest Airline, Inc.",2.897992625972962,-1.2983106716110424
13,Atlantic Southeast Airlines,17.96943972835314,15.974402730375427
13,American Airlines Inc.,16.39490532624983,13.928600851297542
13,Spirit Air Lines,7.2631578947368425,1.9767441860465116
13,Pinnacle Airlines Inc.,9.78341232227488,1.8946615824594852
13,Comair Inc.,12.031133828996282,7.6749298409728715
13,Delta Air Lines Inc.,7.942690058479532,-0.5128872689403801
13,American Eagle Airlines Inc.,10.860088960776386,8.66219512195122
13,Allegiant Air,5.580801944106926,2.8150851581508514
13,Hawaiian Airlines Inc.,2.3266563944530048,1.2542372881355932
13,Frontier Airlines Inc.,10.906716417910447,3.505
13,Alaska Airlines Inc.,4.2680569684638865,0.8242827868852459
13,Mesa Airlines Inc.,16.710858585858585,14.804583068109485
13,JetBlue Airways,15.928783382789318,9.543829787234042
14,Mesa Airlines Inc.,13.299661399548533,10.678753541076487
14,Pinnacle Airlines Inc.,8.508963707914297,-0.24057843996494302
14,Delta Air Lines Inc.,8.077340569877883,-0.4945638744749197
14,Spirit Air Lines,9.817258883248732,3.062261753494282
14,United Air Lines Inc.,18.229314901402724,14.007535641547861
14,American Airlines Inc.,11.496770107663078,6.9164334774866445
14,Southwest Airlines Co.,14.59771897810219,6.9830818472793785
14,Allegiant Air,4.936605316973415,2.359918200408998
14,Skywest Airlines Inc.,19.145632576935032,15.354349186483104
14,American Eagle Airlines Inc.,8.322278579789309,5.723113023073915
14,"Midwest Airline, Inc.",4.493530499075786,-0.3291373565346168
14,Atlantic Southeast Airlines,14.480509148766906,11.6136
14,Hawaiian Airlines Inc.,3.032710280373832,2.7722308892355696
14,Alaska Airlines Inc.,9.179824561403509,7.422375554460325
14,Frontier Airlines Inc.,22.075132275132276,13.95864262990456
14,JetBlue Airways,10.970659163987138,3.0766129032258065
14,Comair Inc.,10.060220525869381,5.02085994040017
15,American Eagle Airlines Inc.,11.471423091676256,9.524526844341445
15,Delta Air Lines Inc.,6.510511257619107,-0.8264606951538558
15,Southwest Airlines Co.,11.870075894470546,4.791561028612821
15,JetBlue Airways,18.48139158576052,13.762794476035744
15,Allegiant Air,15.013404825737265,12.555704697986577
15,Atlantic Southeast Airlines,11.262243285939968,9.59920634920635
15,Comair Inc.,7.261605206073753,2.501088376142795
15,United Air Lines Inc.,11.87437286775035,7.150272672187437
15,Mesa Airlines Inc.,10.476163450624291,7.986371379897785
15,"Midwest Airline, Inc.",7.720577350111029,4.917038690476191
15,American Airlines Inc.,9.6339632410044,4.985855177783545
15,Pinnacle Airlines Inc.,13.784010600706713,7.375444839857651
15,Skywest Airlines Inc.,15.398183983328371,11.723152856715524
15,Hawaiian Airlines Inc.,5.402061855670103,5.228613569321534
15,Frontier Airlines Inc.,9.369703389830509,2.203605514316013
15,Alaska Airlines Inc.,5.3584070796460175,3.119188921859545
15,Spirit Air Lines,6.334699453551913,0.4319890635680109
16,Spirit Air Lines,3.2932432432432432,-3.5736486486486485
16,Southwest Airlines Co.,7.540793714746172,-0.7101653892698668
16,United Air Lines Inc.,10.172856178257934,4.400585453726638
16,Pinnacle Airlines Inc.,4.203833865814697,-5.262787723785166
16,Allegiant Air,9.510108864696734,6.175738724727839
16,Atlantic Southeast Airlines,9.975229357798165,6.398897058823529
16,Skywest Airlines Inc.,8.407792665726376,3.00106742572496
16,Hawaiian Airlines Inc.,2.7395993836671804,3.921174652241113
16,American Eagle Airlines Inc.,2.206445586174685,-1.7740271917487107
16,Mesa Airlines Inc.,6.309134906231095,3.578627808136005
16,Alaska Airlines Inc.,4.583200425305688,0.13066666666666665
16,"Midwest Airline, Inc.",1.9276079136690647,-3.6905083220872696
16,Comair Inc.,3.30541416011106,-2.506252894858731
16,Frontier Airlines Inc.,11.851428571428572,4.803673938002296
16,Delta Air Lines Inc.,2.737342743172752,-6.018563976679963
16,JetBlue Airways,13.35188431200701,5.718544498027181
16,American Airlines Inc.,6.740450399087799,1.2326676176890157
17,"Midwest Airline, Inc.",7.788703778951645,6.297881010594947
17,JetBlue Airways,11.753652597402597,4.721431476209841
17,American Eagle Airlines Inc.,17.077393075356415,17.55264235968865
17,Mesa Airlines Inc.,8.672250139586824,6.674874090654729
17,Southwest Airlines Co.,8.692314892820368,1.7274941451990633
17,Alaska Airlines Inc.,4.8866634098681,1.112966601178782
17,Hawaiian Airlines Inc.,3.0891238670694863,2.9380664652567976
17,United Air Lines Inc.,14.910432252701579,10.793218223424173
17,Comair Inc.,10.962063086104006,7.432178005990586
17,Allegiant Air,8.913306451612904,7.3117408906882595
17,Pinnacle Airlines Inc.,5.482505643340858,-0.961038961038961
17,Atlantic Southeast Airlines,10.609306409130816,9.987665198237886
17,Frontier Airlines Inc.,10.672,3.951951951951952
17,Spirit Air Lines,6.900569981000634,1.9993658845909956
17,Delta Air Lines Inc.,3.9146510981373366,-3.1013767209011265
17,Skywest Airlines Inc.,14.148505146217937,10.407827659924354
17,American Airlines Inc.,11.994273070415202,7.726929092805006
18,Mesa Airlines Inc.,10.434543454345434,8.4696802646086
18,JetBlue Airways,18.47113071371291,14.788268380875854
18,United Air Lines Inc.,8.457211250748054,3.5777600319425034
18,American Airlines Inc.,10.375679433699911,6.107373213608195
18,Alaska Airlines Inc.,2.975771971496437,0.34132310642377756
18,Comair Inc.,8.735492010092514,4.439425918108907
18,Hawaiian Airlines Inc.,5.701166180758017,5.208454810495627
18,Skywest Airlines Inc.,11.426812991250186,6.571662693682956
18,American Eagle Airlines Inc.,18.62279355333845,17.94919168591224
18,Allegiant Air,10.703740157480315,8.627218934911243
18,Delta Air Lines Inc.,6.19051176690325,-1.8549532710280374
18,Frontier Airlines Inc.,14.272820512820513,8.5564681724846
18,Atlantic Southeast Airlines,16.55327868852459,15.955665024630543
18,Spirit Air Lines,7.8827199001871495,2.566167290886392
18,Pinnacle Airlines Inc.,10.879209699146834,5.551708633093525
18,Southwest Airlines Co.,9.968498234814883,2.3410038050371442
18,"Midwest Airline, Inc.",10.401473296500921,9.068710749907646
19,Spirit Air Lines,7.360180412371134,1.9349226804123711
19,Comair Inc.,12.52596789423985,9.02515424774561
19,Mesa Airlines Inc.,10.186691312384474,9.379032258064516
19,American Airlines Inc.,11.093606651376147,6.84293720362121
19,JetBlue Airways,10.808460076045627,3.5752380952380953
19,Pinnacle Airlines Inc.,5.28470715835141,-1.4785442694187942
19,Atlantic Southeast Airlines,12.88436018957346,13.48952380952381
19,Delta Air Lines Inc.,7.723037469725032,0.007285714285714286
19,"Midwest Airline, Inc.",2.8648763853367436,-0.7222460351478782
19,Alaska Airlines Inc.,-0.8011334363730036,-3.790805785123967
19,United Air Lines Inc.,10.636204634892874,5.383840595576965
19,Hawaiian Airlines Inc.,7.536923076923077,8.836166924265843
19,Allegiant Air,6.359489051094891,3.829981718464351
19,Southwest Airlines Co.,9.700539568345324,1.7706853426713356
19,Skywest Airlines Inc.,7.4680168776371305,2.431090015256823
19,Frontier Airlines Inc.,5.767898383371825,-0.8069364161849711
19,American Eagle Airlines Inc.,11.610029211295034,9.776960784313726
20,Pinnacle Airlines Inc.,19.627011494252873,16.172433679354093
20,American Airlines Inc.,11.899681308022725,8.432361111111112
20,Spirit Air Lines,10.521367521367521,6.447889182058048
20,Southwest Airlines Co.,10.480750534707369,3.1612431800467653
20,JetBlue Airways,19.832261256803562,15.790755467196819
20,Hawaiian Airlines Inc.,2.4403669724770642,2.63914373088685
20,Skywest Airlines Inc.,21.806814422758848,17.769602936269603
20,American Eagle Airlines Inc.,16.310567010309278,16.156828953037483
20,Alaska Airlines Inc.,1.448136958710977,-1.3388804841149773
20,Comair Inc.,14.653617443012884,10.764940239043824
20,Frontier Airlines Inc.,11.826373626373627,5.787912087912088
20,United Air Lines Inc.,19.444118263786958,16.03298319327731
20,Mesa Airlines Inc.,10.899940440738535,8.198564593301436
20,Allegiant Air,8.265664160401002,7.012674271229404
20,Delta Air Lines Inc.,23.16968514906659,18.29173079613824
20,Atlantic Southeast Airlines,20.93899204244032,20.73404255319149
20,"Midwest Airline, Inc.",13.97158081705151,13.408827463218904
21,American Airlines Inc.,11.52523821787278,7.1990454076367385
21,Pinnacle Airlines Inc.,24.05399274047187,18.13011828935396
21,Comair Inc.,14.81736392262708,9.897018970189702
21,Atlantic Southeast Airlines,21.847087378640776,21.203899268887085
21,Allegiant Air,11.629032258064516,10.036326942482342
21,"Midwest Airline, Inc.",16.61468926553672,15.091698113207547
21,Southwest Airlines Co.,14.706302131603337,6.844403158383651
21,Delta Air Lines Inc.,15.95490220505793,8.240893213572853
21,Spirit Air Lines,19.1248382923674,13.54757281553398
21,United Air Lines Inc.,13.414755732801595,8.228651237031125
21,Alaska Airlines Inc.,5.634192932187202,3.559119195787458
21,Frontier Airlines Inc.,13.831449126413155,6.927029804727646
21,Mesa Airlines Inc.,11.089912280701755,9.471947194719473
21,JetBlue Airways,41.25922783198982,38.92426187419769
21,American Eagle Airlines Inc.,6.172596517789553,3.9658832448824866
21,Hawaiian Airlines Inc.,3.5594512195121952,3.067175572519084
21,Skywest Airlines Inc.,13.126054150022192,7.837865953336306
22,American Eagle Airlines Inc.,7.492592592592593,6.031404958677686
22,Pinnacle Airlines Inc.,16.27105734767025,9.235347159603247
22,United Air Lines Inc.,23.26086956521739,20.460633116883116
22,American Airlines Inc.,14.439931425557168,10.528811763147436
22,Mesa Airlines Inc.,12.350422535211267,10.863918690005647
22,Southwest Airlines Co.,17.700546448087433,10.68496660261689
22,Comair Inc.,11.571365051133837,6.271103171058508
22,JetBlue Airways,36.07586494372655,29.987871183605186
22,Spirit Air Lines,19.645072363886975,13.774081774081774
22,Atlantic Southeast Airlines,17.314522821576762,16.391450125733446
22,Frontier Airlines Inc.,14.084221748400854,8.73048128342246
22,Delta Air Lines Inc.,9.380577427821523,0.8141025641025641
22,Alaska Airlines Inc.,5.586732186732187,3.9821870361207323
22,Allegiant Air,4.768817204301075,1.1978465679676986
22,"Midwest Airline, Inc.",12.199473089951073,10.567854435178166
22,Hawaiian Airlines Inc.,5.108148148148148,5.043026706231454
22,Skywest Airlines Inc.,17.257557063541025,13.644794264339152
23,American Airlines Inc.,10.181648477886272,7.083333333333333
23,Skywest Airlines Inc.,20.637757800105764,16.465128660159717
23,"Midwest Airline, Inc.",12.652213188798555,9.25609756097561
23,Pinnacle Airlines Inc.,21.217665615141957,15.19797596457938
23,Atlantic Southeast Airlines,24.071883530482257,23.731506849315068
23,Southwest Airlines Co.,8.359227249618709,0.028405620036652413
23,Mesa Airlines Inc.,10.34476423759951,9.360515021459227
23,United Air Lines Inc.,11.840599150458305,6.880824372759856
23,JetBlue Airways,17.357456140350877,11.197893813075911
23,Hawaiian Airlines Inc.,0.39814814814814814,-0.4845679012345679
23,Comair Inc.,8.31533269045323,3.8694808345463367
23,Allegiant Air,8.316358024691358,4.4411764705882355
23,American Eagle Airlines Inc.,13.210781932977174,13.985344406448462
23,Frontier Airlines Inc.,13.882893226176808,5.968965517241379
23,Delta Air Lines Inc.,10.478967350037966,3.623023114355231
23,Spirit Air Lines,15.4421768707483,8.472070844686648
23,Alaska Airlines Inc.,0.7867647058823529,-3.802527646129542
24,Allegiant Air,8.866062437059416,7.006060606060606
24,Pinnacle Airlines Inc.,24.575037897928247,19.070522577371893
24,Spirit Air Lines,10.219005663939585,4.994955863808323
24,Southwest Airlines Co.,9.385396109388216,1.526747033339612
24,"Midwest Airline, Inc.",18.64144071226224,16.73008130081301
24,Alaska Airlines Inc.,1.2030038759689923,-3.440447253281478
24,United Air Lines Inc.,12.498463429625076,7.333606893721789
24,Comair Inc.,15.41674127126231,12.201805869074493
24,Delta Air Lines Inc.,10.402707930367505,1.976882345344182
24,Atlantic Southeast Airlines,21.58980785296575,20.072147651006713
24,Mesa Airlines Inc.,9.171016102165463,6.028985507246377
24,JetBlue Airways,25.788837984173263,21.983668341708544
24,Skywest Airlines Inc.,19.396749226006193,15.03134258537346
24,American Airlines Inc.,13.367704789322167,9.834514435695539
24,Hawaiian Airlines Inc.,1.298662704309064,0.25
24,Frontier Airlines Inc.,13.575050709939148,7.5076297049847405
24,American Eagle Airlines Inc.,14.473770491803279,14.682212133718531
25,American Eagle Airlines Inc.,14.962391876645356,13.692423671315492
25,Pinnacle Airlines Inc.,23.21879255560599,16.292216659080566
25,Spirit Air Lines,6.963930348258707,0.7202492211838006
25,Delta Air Lines Inc.,8.513536795471326,0.17725422474404837
25,Southwest Airlines Co.,9.460714607146071,1.1871113114015321
25,Comair Inc.,10.598951507208389,5.377631578947368
25,Alaska Airlines Inc.,3.108538350217077,1.4958917351377476
25,United Air Lines Inc.,18.545834161861205,14.313397129186603
25,"Midwest Airline, Inc.",19.155011655011656,16.933488914819137
25,Mesa Airlines Inc.,9.059148700939746,6.7490304709141276
25,Atlantic Southeast Airlines,16.284578696343402,15.74124203821656
25,JetBlue Airways,19.441176470588236,14.718724778046813
25,Skywest Airlines Inc.,20.374455950772926,14.876038049222407
25,Allegiant Air,5.869094488188976,3.755182625863771
25,Hawaiian Airlines Inc.,2.197604790419162,2.6251874062968517
25,Frontier Airlines Inc.,11.408766564729868,4.861821903787104
25,American Airlines Inc.,12.593368461637322,7.726945337620578
26,Southwest Airlines Co.,6.307407407407408,-2.3498633346349083
26,Allegiant Air,1.8,-0.6483333333333333
26,Spirit Air Lines,3.7991239048811014,-2.061952440550688
26,American Eagle Airlines Inc.,8.822587624405019,7.816052060737527
26,Pinnacle Airlines Inc.,5.230283911671925,-3.103684210526316
26,Atlantic Southeast Airlines,11.222410865874364,10.33673469387755
26,JetBlue Airways,12.89640410958904,5.334905660377358
26,United Air Lines Inc.,7.07324429125377,1.6568902307526419
26,"Midwest Airline, Inc.",2.160881992650061,-1.8262469337694194
26,Mesa Airlines Inc.,9.521608643457382,6.779181708784597
26,Skywest Airlines Inc.,10.514800727633537,5.451602191598871
26,Hawaiian Airlines Inc.,2.2547169811320753,1.6336477987421383
26,Comair Inc.,6.393548387096774,0.6994914470642626
26,American Airlines Inc.,6.905114589155953,1.2045899804086202
26,Alaska Airlines Inc.,0.6095925734914904,-3.7125129265770425
26,Frontier Airlines Inc.,10.855022831050228,3.6426940639269407
26,Delta Air Lines Inc.,1.6561320095091596,-6.828715365239295
27,Spirit Air Lines,14.979420018709074,11.638238050609184
27,Pinnacle Airlines Inc.,1.3830382106244175,-7.622553588070829
27,Southwest Airlines Co.,8.062330876178034,0.4057713858797161
27,American Eagle Airlines Inc.,2.349237387563551,-0.4522217852929611
27,American Airlines Inc.,6.492594049023463,2.532344836635612
27,Comair Inc.,5.109476417135439,-0.8387516254876463
27,Mesa Airlines Inc.,14.034521788341822,11.07920227920228
27,Hawaiian Airlines Inc.,-0.2797527047913447,-0.9304482225656878
27,United Air Lines Inc.,8.702857142857143,4.474039247751431
27,Atlantic Southeast Airlines,10.382329945269742,8.974882260596546
27,Skywest Airlines Inc.,12.613587786259542,7.209993868792152
27,JetBlue Airways,12.226422764227642,9.253360488798371
27,Alaska Airlines Inc.,2.782414307004471,0.647
